time,v(vout)
2.64550000e-07,1.46589700e-01
2.64650000e-07,1.32095121e-01
2.64750000e-07,1.18152977e-01
2.64850000e-07,1.04841021e-01
2.64950000e-07,9.22519484e-02
2.65050000e-07,8.04860058e-02
2.65150000e-07,6.96399526e-02
2.65250000e-07,5.97948453e-02
2.65350000e-07,5.10038488e-02
2.65450000e-07,4.32835583e-02
2.65550000e-07,3.66095594e-02
2.65650000e-07,3.09167686e-02
2.65750000e-07,2.61007751e-02
2.65850000e-07,2.20162540e-02
2.65950000e-07,1.84700917e-02
2.66050000e-07,1.52310277e-02
2.66150000e-07,1.21153363e-02
2.66250000e-07,9.19049154e-03
2.66350000e-07,6.78498952e-03
2.66450000e-07,5.03214353e-03
2.66550000e-07,3.79228237e-03
2.66650000e-07,2.91044800e-03
2.66750000e-07,2.27087117e-03
2.66850000e-07,1.80132084e-03
2.66950000e-07,1.44763823e-03
2.67050000e-07,1.17762171e-03
2.67150000e-07,9.69837195e-04
2.67250000e-07,8.06359705e-04
2.67350000e-07,6.76075550e-04
2.67450000e-07,5.70143336e-04
2.67550000e-07,4.82675823e-04
2.67650000e-07,4.09168632e-04
2.67750000e-07,3.46478720e-04
2.67850000e-07,2.92257093e-04
2.67950000e-07,2.44794567e-04
2.68050000e-07,2.02825181e-04
2.68150000e-07,1.65381551e-04
2.68250000e-07,1.31747423e-04
2.68350000e-07,1.01341990e-04
2.68450000e-07,7.37349052e-05
2.68550000e-07,4.85523178e-05
2.68650000e-07,2.55183880e-05
2.68750000e-07,4.37468764e-06
2.68850000e-07,-1.57047985e-05
2.68950000e-07,-3.33521847e-05
2.69050000e-07,-5.00274298e-05
2.69150000e-07,-6.52271447e-05
2.69250000e-07,-7.94622547e-05
2.69350000e-07,-9.25965245e-05
2.69450000e-07,-1.04866964e-04
2.69550000e-07,-1.16276737e-04
2.69650000e-07,-1.26944905e-04
2.69750000e-07,-1.36923940e-04
2.69850000e-07,-1.46279354e-04
2.69950000e-07,-1.55077872e-04
2.70000000e-07,-1.59279538e-04
2.70010000e-07,-3.49476695e-05
2.70030000e-07,8.44609675e-05
2.70070000e-07,1.02730731e-04
2.70150000e-07,9.25137617e-05
2.70250000e-07,8.87125208e-05
2.70350000e-07,8.16434214e-05
2.70450000e-07,7.70641301e-05
2.70550000e-07,7.18695267e-05
2.70650000e-07,6.75288726e-05
2.70750000e-07,6.33908677e-05
2.70850000e-07,5.95367986e-05
2.70950000e-07,5.61161105e-05
2.71050000e-07,5.27619415e-05
2.71150000e-07,4.98872485e-05
2.71250000e-07,4.69816647e-05
2.71350000e-07,4.45465963e-05
2.71450000e-07,4.20267550e-05
2.71550000e-07,3.99546262e-05
2.71650000e-07,3.77617434e-05
2.71750000e-07,3.59926145e-05
2.71850000e-07,3.40756764e-05
2.71950000e-07,3.25609249e-05
2.72050000e-07,3.08767801e-05
2.72150000e-07,2.95763247e-05
2.72250000e-07,2.80888146e-05
2.72350000e-07,2.69693876e-05
2.72450000e-07,2.56482901e-05
2.72550000e-07,2.46821904e-05
2.72650000e-07,2.35022770e-05
2.72750000e-07,2.26663879e-05
2.72850000e-07,2.16065838e-05
2.72950000e-07,2.08815995e-05
2.73050000e-07,1.99242818e-05
2.73150000e-07,1.92940506e-05
2.73250000e-07,1.84244785e-05
2.73350000e-07,1.78754770e-05
2.73450000e-07,1.70812923e-05
2.73550000e-07,1.66021740e-05
2.73650000e-07,1.58730144e-05
2.73750000e-07,1.54542527e-05
2.73850000e-07,1.47814088e-05
2.73950000e-07,1.44149853e-05
2.74050000e-07,1.37911208e-05
2.74150000e-07,1.34702702e-05
2.74250000e-07,1.28891997e-05
2.74350000e-07,1.26082104e-05
2.74450000e-07,1.20647010e-05
2.74550000e-07,1.18187307e-05
2.74650000e-07,1.13083459e-05
2.74750000e-07,1.10932831e-05
2.74850000e-07,1.06122508e-05
2.74950000e-07,1.04245878e-05
2.75050000e-07,9.96969339e-06
2.75150000e-07,9.80643529e-06
2.75250000e-07,9.37492434e-06
2.75350000e-07,9.23349388e-06
2.75450000e-07,8.82300132e-06
2.75550000e-07,8.70118542e-06
2.75650000e-07,8.30967236e-06
2.75750000e-07,8.20555558e-06
2.75850000e-07,7.83125389e-06
2.75950000e-07,7.74316799e-06
2.76050000e-07,7.38454277e-06
2.76150000e-07,7.31103563e-06
2.76250000e-07,6.96674573e-06
2.76350000e-07,6.90653973e-06
2.76450000e-07,6.57540630e-06
2.76550000e-07,6.52738219e-06
2.76650000e-07,6.20836895e-06
2.76750000e-07,6.17153041e-06
2.76850000e-07,5.86371454e-06
2.76950000e-07,5.83718114e-06
2.77050000e-07,5.53974288e-06
2.77150000e-07,5.52272036e-06
2.77250000e-07,5.23493117e-06
2.77350000e-07,5.22671057e-06
2.77450000e-07,4.94790950e-06
2.77550000e-07,4.94785435e-06
2.77650000e-07,4.67744790e-06
2.77750000e-07,4.68497696e-06
2.77850000e-07,4.42242597e-06
2.77950000e-07,4.43701474e-06
2.78050000e-07,4.18183269e-06
2.78150000e-07,4.20299792e-06
2.78250000e-07,3.95473312e-06
2.78350000e-07,3.98203763e-06
2.78450000e-07,3.74028268e-06
2.78550000e-07,3.77332025e-06
2.78650000e-07,3.53769913e-06
2.78750000e-07,3.57609563e-06
2.78850000e-07,3.34626124e-06
2.78950000e-07,3.38967232e-06
2.79050000e-07,3.16530004e-06
2.79150000e-07,3.21340833e-06
2.79250000e-07,2.99420356e-06
2.79350000e-07,3.04670689e-06
2.79450000e-07,2.83239078e-06
2.79550000e-07,2.88901675e-06
2.79650000e-07,2.67933131e-06
2.79750000e-07,2.73981858e-06
2.79850000e-07,2.53452530e-06
2.79950000e-07,2.59863331e-06
2.80050000e-07,2.39750718e-06
2.80150000e-07,2.46501099e-06
2.80250000e-07,2.26783925e-06
2.80350000e-07,2.33852515e-06
2.80450000e-07,2.14511247e-06
2.80550000e-07,2.21878410e-06
2.80650000e-07,2.02894417e-06
2.80750000e-07,2.10541304e-06
2.80850000e-07,1.91897200e-06
2.80950000e-07,1.99806227e-06
2.81050000e-07,1.81486086e-06
2.81150000e-07,1.89640621e-06
2.81250000e-07,1.71628550e-06
2.81350000e-07,1.80013349e-06
2.81450000e-07,1.62294830e-06
2.81550000e-07,1.70895158e-06
2.81650000e-07,1.53456987e-06
2.81750000e-07,1.62258703e-06
2.81850000e-07,1.45087694e-06
2.81950000e-07,1.54077840e-06
2.82050000e-07,1.37162081e-06
2.82150000e-07,1.46328418e-06
2.82250000e-07,1.29656083e-06
2.82350000e-07,1.38986960e-06
2.82450000e-07,1.22547631e-06
2.82550000e-07,1.32032057e-06
2.82650000e-07,1.15815296e-06
2.82750000e-07,1.25442838e-06
2.82850000e-07,1.09439004e-06
2.82950000e-07,1.19199636e-06
2.83050000e-07,1.03399648e-06
2.83150000e-07,1.13284465e-06
2.83250000e-07,9.76796774e-07
2.83350000e-07,1.07679681e-06
2.83450000e-07,9.22619546e-07
2.83550000e-07,1.02368838e-06
2.83650000e-07,8.71303966e-07
2.83750000e-07,9.73363093e-07
2.83850000e-07,8.22698478e-07
2.83950000e-07,9.25673882e-07
2.84050000e-07,7.76660399e-07
2.84150000e-07,8.80483818e-07
2.84250000e-07,7.33053537e-07
2.84350000e-07,8.37653585e-07
2.84450000e-07,6.91749534e-07
2.84550000e-07,7.97066591e-07
2.84650000e-07,6.52626192e-07
2.84750000e-07,7.58600504e-07
2.84850000e-07,6.15569093e-07
2.84950000e-07,7.22144089e-07
2.85050000e-07,5.80468775e-07
2.85150000e-07,6.87591108e-07
2.85250000e-07,5.47224209e-07
2.85350000e-07,6.54841152e-07
2.85450000e-07,5.15732720e-07
2.85550000e-07,6.23800879e-07
2.85650000e-07,4.85908486e-07
2.85750000e-07,5.94377021e-07
2.85850000e-07,4.57657538e-07
2.85950000e-07,5.66488748e-07
2.86050000e-07,4.30900919e-07
2.86150000e-07,5.40051423e-07
2.86250000e-07,4.05557543e-07
2.86350000e-07,5.14990523e-07
2.86450000e-07,3.81555716e-07
2.86550000e-07,4.91235165e-07
2.86650000e-07,3.58822758e-07
2.86750000e-07,4.68713176e-07
2.86850000e-07,3.37293508e-07
2.86950000e-07,4.47361505e-07
2.87050000e-07,3.16902534e-07
2.87150000e-07,4.27120147e-07
2.87250000e-07,2.97592938e-07
2.87350000e-07,4.07927475e-07
2.87450000e-07,2.79306643e-07
2.87550000e-07,3.89733186e-07
2.87650000e-07,2.61986908e-07
2.87750000e-07,3.72480812e-07
2.87850000e-07,2.45587185e-07
2.87950000e-07,3.56120588e-07
2.88050000e-07,2.30058114e-07
2.88150000e-07,3.40608640e-07
2.88250000e-07,2.15352066e-07
2.88350000e-07,3.25899751e-07
2.88450000e-07,2.01427634e-07
2.88550000e-07,3.11949476e-07
2.88650000e-07,1.88245532e-07
2.88750000e-07,2.98721543e-07
2.88850000e-07,1.75762262e-07
2.88950000e-07,2.86177331e-07
2.89050000e-07,1.63944435e-07
2.89150000e-07,2.74276567e-07
2.89250000e-07,1.52755512e-07
2.89350000e-07,2.62991438e-07
2.89450000e-07,1.42163169e-07
2.89550000e-07,2.52286506e-07
2.89650000e-07,1.32136395e-07
2.89750000e-07,2.42131296e-07
2.89850000e-07,1.22645481e-07
2.89950000e-07,2.32497818e-07
2.90050000e-07,1.13661431e-07
2.90150000e-07,2.32677904e-07
2.90250000e-07,1.09153484e-07
2.90350000e-07,2.21265355e-07
2.90450000e-07,1.02220523e-07
2.90550000e-07,2.12032692e-07
2.90650000e-07,9.48124137e-08
2.90750000e-07,2.03778694e-07
2.90850000e-07,8.75320268e-08
2.90950000e-07,1.96107131e-07
2.91050000e-07,8.05566021e-08
2.91150000e-07,1.88876653e-07
2.91250000e-07,7.39314122e-08
2.91350000e-07,1.82032785e-07
2.91450000e-07,6.76530943e-08
2.91550000e-07,1.75543121e-07
2.91650000e-07,6.17116225e-08
2.91750000e-07,1.69382425e-07
2.91850000e-07,5.60903191e-08
2.91950000e-07,1.63535055e-07
2.92050000e-07,5.07730166e-08
2.92150000e-07,1.57984636e-07
2.92250000e-07,4.57419816e-08
2.92350000e-07,1.52711744e-07
2.92450000e-07,4.09834892e-08
2.92550000e-07,1.47707970e-07
2.92650000e-07,3.64866559e-08
2.92750000e-07,1.42954640e-07
2.92850000e-07,3.22324535e-08
2.92950000e-07,1.38439852e-07
2.93050000e-07,2.82137399e-08
2.93150000e-07,1.34152389e-07
2.93250000e-07,2.44136018e-08
2.93350000e-07,1.30079078e-07
2.93450000e-07,2.08205928e-08
2.93550000e-07,1.26207629e-07
2.93650000e-07,1.74251988e-08
2.93750000e-07,1.22530518e-07
2.93850000e-07,1.42193958e-08
2.93950000e-07,1.19035728e-07
2.94050000e-07,1.11884415e-08
2.94150000e-07,1.15712985e-07
2.94250000e-07,8.32649580e-09
2.94350000e-07,1.12554678e-07
2.94450000e-07,5.62514595e-09
2.94550000e-07,1.09552181e-07
2.94650000e-07,3.07255230e-09
2.94750000e-07,1.06696794e-07
2.94850000e-07,6.63706817e-10
2.94950000e-07,1.03983767e-07
2.95050000e-07,-1.61009700e-09
2.95150000e-07,1.01590846e-07
2.95250000e-07,-3.85677468e-09
2.95350000e-07,9.93790610e-08
2.95450000e-07,-6.01079954e-09
2.95550000e-07,9.72972113e-08
2.95650000e-07,-8.05491150e-09
2.95750000e-07,9.53203627e-08
2.95850000e-07,-9.98593753e-09
2.95950000e-07,9.34375514e-08
2.96050000e-07,-1.18087545e-08
2.96150000e-07,9.16444367e-08
2.96250000e-07,-1.35256050e-08
2.96350000e-07,8.99365719e-08
2.96450000e-07,-1.51410610e-08
2.96550000e-07,8.83042089e-08
2.96650000e-07,-1.66615894e-08
2.96750000e-07,8.67454829e-08
2.96850000e-07,-1.80938178e-08
2.96950000e-07,8.52583578e-08
2.97050000e-07,-1.94402679e-08
2.97150000e-07,8.38368457e-08
2.97250000e-07,-2.07066321e-08
2.97350000e-07,8.24791985e-08
2.97450000e-07,-2.18960386e-08
2.97550000e-07,8.11799751e-08
2.97650000e-07,-2.30137285e-08
2.97750000e-07,7.99378141e-08
2.97850000e-07,-2.40616524e-08
2.97950000e-07,7.87498690e-08
2.98050000e-07,-2.50448942e-08
2.98150000e-07,7.76137797e-08
2.98250000e-07,-2.59667485e-08
2.98350000e-07,7.65252194e-08
2.98450000e-07,-2.68294212e-08
2.98550000e-07,7.54815160e-08
2.98650000e-07,-2.76374314e-08
2.98750000e-07,7.44832525e-08
2.98850000e-07,-2.83935177e-08
2.98950000e-07,7.35252132e-08
2.99050000e-07,-2.91013022e-08
2.99150000e-07,7.26047423e-08
2.99250000e-07,-2.97600124e-08
2.99350000e-07,7.17235872e-08
2.99450000e-07,-3.03752201e-08
2.99550000e-07,7.08785716e-08
2.99650000e-07,-3.09476261e-08
2.99750000e-07,7.00639940e-08
2.99850000e-07,-3.14822858e-08
2.99950000e-07,6.92822553e-08
3.00050000e-07,-3.19767809e-08
3.00150000e-07,6.85322488e-08
3.00250000e-07,-3.24348082e-08
3.00350000e-07,6.78083181e-08
3.00450000e-07,-3.28618063e-08
3.00550000e-07,6.71126052e-08
3.00650000e-07,-3.32560390e-08
3.00750000e-07,6.64423126e-08
3.00850000e-07,-3.36205029e-08
3.00950000e-07,6.57959761e-08
3.01050000e-07,-3.39545137e-08
3.01150000e-07,6.51731112e-08
3.01250000e-07,-3.42627484e-08
3.01350000e-07,6.45738253e-08
3.01450000e-07,-3.45452749e-08
3.01550000e-07,6.39938558e-08
3.01650000e-07,-3.48028275e-08
3.01750000e-07,6.34330737e-08
3.01850000e-07,-3.50367040e-08
3.01950000e-07,6.28926563e-08
3.02050000e-07,-3.52501571e-08
3.02150000e-07,6.23680678e-08
3.02250000e-07,-3.54425406e-08
3.02350000e-07,6.18618019e-08
3.02450000e-07,-3.56159456e-08
3.02550000e-07,6.13713439e-08
3.02650000e-07,-3.57705569e-08
3.02750000e-07,6.08965145e-08
3.02850000e-07,-3.59066231e-08
3.02950000e-07,6.04357014e-08
3.03050000e-07,-3.60275910e-08
3.03150000e-07,5.99884497e-08
3.03250000e-07,-3.61332902e-08
3.03350000e-07,5.95555251e-08
3.03450000e-07,-3.62237792e-08
3.03550000e-07,5.91334831e-08
3.03650000e-07,-3.63001051e-08
3.03750000e-07,5.87247795e-08
3.03850000e-07,-3.63625835e-08
3.03950000e-07,5.83266800e-08
3.04050000e-07,-3.64130969e-08
3.04150000e-07,5.79382772e-08
3.04250000e-07,-3.64535197e-08
3.04350000e-07,5.75608940e-08
3.04450000e-07,-3.64808392e-08
3.04550000e-07,5.71944159e-08
3.04650000e-07,-3.64966143e-08
3.04750000e-07,5.68363228e-08
3.04850000e-07,-3.65054181e-08
3.04950000e-07,5.64861629e-08
3.05050000e-07,-3.65042801e-08
3.05150000e-07,5.61447037e-08
3.05250000e-07,-3.64924249e-08
3.05350000e-07,5.58135070e-08
3.05450000e-07,-3.64729561e-08
3.05550000e-07,5.54864207e-08
3.05650000e-07,-3.64450269e-08
3.05750000e-07,5.51691010e-08
3.05850000e-07,-3.64119169e-08
3.05950000e-07,5.48573038e-08
3.06050000e-07,-3.63700631e-08
3.06150000e-07,5.45519353e-08
3.06250000e-07,-3.63215393e-08
3.06350000e-07,5.42543519e-08
3.06450000e-07,-3.62678164e-08
3.06550000e-07,5.39609466e-08
3.06650000e-07,-3.62084320e-08
3.06750000e-07,5.36727891e-08
3.06850000e-07,-3.61423649e-08
3.06950000e-07,5.33916497e-08
3.07050000e-07,-3.60710136e-08
3.07150000e-07,5.31153599e-08
3.07250000e-07,-3.59968575e-08
3.07350000e-07,5.28435807e-08
3.07450000e-07,-3.59150973e-08
3.07550000e-07,5.25768671e-08
3.07650000e-07,-3.58304207e-08
3.07750000e-07,5.23155329e-08
3.07850000e-07,-3.57412494e-08
3.07950000e-07,5.20566535e-08
3.08050000e-07,-3.56503501e-08
3.08150000e-07,5.18021133e-08
3.08250000e-07,-3.55527501e-08
3.08350000e-07,5.15538816e-08
3.08450000e-07,-3.54516188e-08
3.08550000e-07,5.13071100e-08
3.08650000e-07,-3.53520269e-08
3.08750000e-07,5.10636657e-08
3.08850000e-07,-3.52444070e-08
3.08950000e-07,5.08253591e-08
3.09050000e-07,-3.51365731e-08
3.09150000e-07,5.05908901e-08
3.09250000e-07,-3.50253697e-08
3.09350000e-07,5.03574635e-08
3.09450000e-07,-3.49119144e-08
3.09550000e-07,5.01270772e-08
3.09650000e-07,-3.47952572e-08
3.09750000e-07,4.99004738e-08
3.09850000e-07,-3.46792412e-08
3.09950000e-07,4.96780635e-08
3.10000000e-07,-3.33115784e-08
3.10010000e-07,1.15538894e-04
3.10030000e-07,2.45216522e-04
3.10070000e-07,2.66679414e-04
3.10150000e-07,2.58169609e-04
3.10250000e-07,2.58864747e-04
3.10350000e-07,2.54458265e-04
3.10450000e-07,2.53496907e-04
3.10550000e-07,2.50849024e-04
3.10650000e-07,2.49581744e-04
3.10750000e-07,2.47822617e-04
3.10850000e-07,2.46724312e-04
3.10950000e-07,2.45565903e-04
3.11050000e-07,2.44831307e-04
3.11150000e-07,2.44214117e-04
3.11250000e-07,2.43966304e-04
3.11350000e-07,2.43938605e-04
3.11450000e-07,2.44305881e-04
3.11550000e-07,2.44988160e-04
3.11650000e-07,2.46142228e-04
3.11750000e-07,2.47734346e-04
3.11850000e-07,2.49937991e-04
3.11950000e-07,2.52780993e-04
3.12050000e-07,2.56505233e-04
3.12150000e-07,2.61268994e-04
3.12250000e-07,2.67500933e-04
3.12350000e-07,2.75666253e-04
3.12450000e-07,2.86647219e-04
3.12550000e-07,3.01599488e-04
3.12650000e-07,3.22397548e-04
3.12750000e-07,3.51617273e-04
3.12850000e-07,3.93088210e-04
3.12950000e-07,4.52042960e-04
3.13050000e-07,5.35819051e-04
3.13150000e-07,6.54199335e-04
3.13250000e-07,8.42427490e-04
3.13350000e-07,1.07892427e-03
3.13450000e-07,1.40533967e-03
3.13550000e-07,1.84329821e-03
3.13650000e-07,2.42159264e-03
3.13750000e-07,3.16858824e-03
3.13850000e-07,4.11087776e-03
3.13950000e-07,5.27305410e-03
3.14050000e-07,6.67278489e-03
3.14150000e-07,8.32443754e-03
3.14250000e-07,1.02347302e-02
3.14350000e-07,1.24085656e-02
3.14450000e-07,1.48453927e-02
3.14550000e-07,1.75455386e-02
3.14650000e-07,2.05064664e-02
3.14750000e-07,2.37286978e-02
3.14850000e-07,2.72116198e-02
3.14950000e-07,3.09587523e-02
3.15050000e-07,3.49727578e-02
3.15150000e-07,3.92590969e-02
3.15250000e-07,4.38121495e-02
3.15350000e-07,4.86211582e-02
3.15450000e-07,5.36433490e-02
3.15550000e-07,5.89606789e-02
3.15650000e-07,6.56958379e-02
3.15750000e-07,7.58108318e-02
3.15850000e-07,8.98161304e-02
3.15950000e-07,1.09100003e-01
3.16050000e-07,1.35676374e-01
3.16150000e-07,1.71439723e-01
3.16250000e-07,2.15602517e-01
3.16350000e-07,2.57924446e-01
3.16450000e-07,2.86046056e-01
3.16550000e-07,3.04800224e-01
3.16650000e-07,3.22594177e-01
3.16750000e-07,3.41005900e-01
3.16850000e-07,3.59378729e-01
3.16950000e-07,3.77577262e-01
3.17050000e-07,3.95695953e-01
3.17150000e-07,4.13754312e-01
3.17250000e-07,4.31746225e-01
3.17350000e-07,4.49669542e-01
3.17450000e-07,4.67523184e-01
3.17550000e-07,4.85300439e-01
3.17650000e-07,5.02992821e-01
3.17750000e-07,5.20586222e-01
3.17850000e-07,5.38062370e-01
3.17950000e-07,5.55393380e-01
3.18050000e-07,5.72541004e-01
3.18150000e-07,5.89448425e-01
3.18250000e-07,6.06035768e-01
3.18350000e-07,6.22189932e-01
3.18450000e-07,6.37764208e-01
3.18550000e-07,6.52586705e-01
3.18650000e-07,6.66493065e-01
3.18750000e-07,6.79362771e-01
3.18850000e-07,6.91143167e-01
3.18950000e-07,7.01841311e-01
3.19050000e-07,7.11505529e-01
3.19150000e-07,7.20205024e-01
3.19250000e-07,7.28019758e-01
3.19350000e-07,7.35031584e-01
3.19450000e-07,7.41321562e-01
3.19550000e-07,7.46965911e-01
3.19650000e-07,7.52035970e-01
3.19750000e-07,7.56596208e-01
3.19850000e-07,7.60705230e-01
3.19950000e-07,7.64414812e-01
3.20000000e-07,7.66134066e-01
3.20010000e-07,7.65773269e-01
3.20030000e-07,7.65300495e-01
3.20070000e-07,7.65040535e-01
3.20150000e-07,7.64916337e-01
3.20250000e-07,7.64812844e-01
3.20350000e-07,7.64749527e-01
3.20450000e-07,7.64688563e-01
3.20550000e-07,7.64633379e-01
3.20650000e-07,7.64578984e-01
3.20750000e-07,7.64526992e-01
3.20850000e-07,7.64476463e-01
3.20950000e-07,7.64427651e-01
3.21050000e-07,7.64380450e-01
3.21150000e-07,7.64334736e-01
3.21250000e-07,7.64290597e-01
3.21350000e-07,7.64247820e-01
3.21450000e-07,7.64206541e-01
3.21550000e-07,7.64166529e-01
3.21650000e-07,7.64127929e-01
3.21750000e-07,7.64090514e-01
3.21850000e-07,7.64054426e-01
3.21950000e-07,7.64019446e-01
3.22050000e-07,7.63985713e-01
3.22150000e-07,7.63953015e-01
3.22250000e-07,7.63921488e-01
3.22350000e-07,7.63890928e-01
3.22450000e-07,7.63861469e-01
3.22550000e-07,7.63832912e-01
3.22650000e-07,7.63805388e-01
3.22750000e-07,7.63778706e-01
3.22850000e-07,7.63752994e-01
3.22950000e-07,7.63728068e-01
3.23050000e-07,7.63704052e-01
3.23150000e-07,7.63680769e-01
3.23250000e-07,7.63658339e-01
3.23350000e-07,7.63636592e-01
3.23450000e-07,7.63615646e-01
3.23550000e-07,7.63595337e-01
3.23650000e-07,7.63575779e-01
3.23750000e-07,7.63556814e-01
3.23850000e-07,7.63538554e-01
3.23950000e-07,7.63520846e-01
3.24050000e-07,7.63503798e-01
3.24150000e-07,7.63487265e-01
3.24250000e-07,7.63471352e-01
3.24350000e-07,7.63455916e-01
3.24450000e-07,7.63441062e-01
3.24550000e-07,7.63426653e-01
3.24650000e-07,7.63412789e-01
3.24750000e-07,7.63399338e-01
3.24850000e-07,7.63386399e-01
3.24950000e-07,7.63373844e-01
3.25050000e-07,7.63361769e-01
3.25150000e-07,7.63350050e-01
3.25250000e-07,7.63338782e-01
3.25350000e-07,7.63327845e-01
3.25450000e-07,7.63317330e-01
3.25550000e-07,7.63307123e-01
3.25650000e-07,7.63297312e-01
3.25750000e-07,7.63287786e-01
3.25850000e-07,7.63278632e-01
3.25950000e-07,7.63269742e-01
3.26050000e-07,7.63261201e-01
3.26150000e-07,7.63252906e-01
3.26250000e-07,7.63244938e-01
3.26350000e-07,7.63237197e-01
3.26450000e-07,7.63229764e-01
3.26550000e-07,7.63222541e-01
3.26650000e-07,7.63215606e-01
3.26750000e-07,7.63208866e-01
3.26850000e-07,7.63202397e-01
3.26950000e-07,7.63196109e-01
3.27050000e-07,7.63190074e-01
3.27150000e-07,7.63184207e-01
3.27250000e-07,7.63178578e-01
3.27350000e-07,7.63173103e-01
3.27450000e-07,7.63167853e-01
3.27550000e-07,7.63162745e-01
3.27650000e-07,7.63157849e-01
3.27750000e-07,7.63153083e-01
3.27850000e-07,7.63148516e-01
3.27950000e-07,7.63144069e-01
3.28050000e-07,7.63139809e-01
3.28150000e-07,7.63135661e-01
3.28250000e-07,7.63131688e-01
3.28350000e-07,7.63127818e-01
3.28450000e-07,7.63124113e-01
3.28550000e-07,7.63120502e-01
3.28650000e-07,7.63117047e-01
3.28750000e-07,7.63113678e-01
3.28850000e-07,7.63110455e-01
3.28950000e-07,7.63107312e-01
3.29050000e-07,7.63104307e-01
3.29150000e-07,7.63101375e-01
3.29250000e-07,7.63098573e-01
3.29350000e-07,7.63095837e-01
3.29450000e-07,7.63093224e-01
3.29550000e-07,7.63090672e-01
3.29650000e-07,7.63088235e-01
3.29750000e-07,7.63085854e-01
3.29850000e-07,7.63083582e-01
3.29950000e-07,7.63081361e-01
3.30050000e-07,7.63079242e-01
3.30150000e-07,7.63077170e-01
3.30250000e-07,7.63075194e-01
3.30350000e-07,7.63073261e-01
3.30450000e-07,7.63071419e-01
3.30550000e-07,7.63069615e-01
3.30650000e-07,7.63067898e-01
3.30750000e-07,7.63066214e-01
3.30850000e-07,7.63064613e-01
3.30950000e-07,7.63063043e-01
3.31050000e-07,7.63061550e-01
3.31150000e-07,7.63060085e-01
3.31250000e-07,7.63058694e-01
3.31350000e-07,7.63057327e-01
3.31450000e-07,7.63056029e-01
3.31550000e-07,7.63054754e-01
3.31650000e-07,7.63053544e-01
3.31750000e-07,7.63052354e-01
3.31850000e-07,7.63051227e-01
3.31950000e-07,7.63050116e-01
3.32050000e-07,7.63049065e-01
3.32150000e-07,7.63048029e-01
3.32250000e-07,7.63047050e-01
3.32350000e-07,7.63046083e-01
3.32450000e-07,7.63045170e-01
3.32550000e-07,7.63044267e-01
3.32650000e-07,7.63043416e-01
3.32750000e-07,7.63042574e-01
3.32850000e-07,7.63041781e-01
3.32950000e-07,7.63040995e-01
3.33050000e-07,7.63040256e-01
3.33150000e-07,7.63039523e-01
3.33250000e-07,7.63038834e-01
3.33350000e-07,7.63038149e-01
3.33450000e-07,7.63037507e-01
3.33550000e-07,7.63036869e-01
3.33650000e-07,7.63036270e-01
3.33750000e-07,7.63035674e-01
3.33850000e-07,7.63035117e-01
3.33950000e-07,7.63034560e-01
3.34050000e-07,7.63034041e-01
3.34150000e-07,7.63033521e-01
3.34250000e-07,7.63033037e-01
3.34350000e-07,7.63032553e-01
3.34450000e-07,7.63032102e-01
3.34550000e-07,7.63031649e-01
3.34650000e-07,7.63031229e-01
3.34750000e-07,7.63030806e-01
3.34850000e-07,7.63030415e-01
3.34950000e-07,7.63030021e-01
3.35050000e-07,7.63029656e-01
3.35150000e-07,7.63029288e-01
3.35250000e-07,7.63028948e-01
3.35350000e-07,7.63028604e-01
3.35450000e-07,7.63028288e-01
3.35550000e-07,7.63027967e-01
3.35650000e-07,7.63027672e-01
3.35750000e-07,7.63027372e-01
3.35850000e-07,7.63027098e-01
3.35950000e-07,7.63026818e-01
3.36050000e-07,7.63026563e-01
3.36150000e-07,7.63026301e-01
3.36250000e-07,7.63026063e-01
3.36350000e-07,7.63025819e-01
3.36450000e-07,7.63025598e-01
3.36550000e-07,7.63025369e-01
3.36650000e-07,7.63025163e-01
3.36750000e-07,7.63024950e-01
3.36850000e-07,7.63024758e-01
3.36950000e-07,7.63024559e-01
3.37050000e-07,7.63024381e-01
3.37150000e-07,7.63024194e-01
3.37250000e-07,7.63024028e-01
3.37350000e-07,7.63023854e-01
3.37450000e-07,7.63023700e-01
3.37550000e-07,7.63023537e-01
3.37650000e-07,7.63023393e-01
3.37750000e-07,7.63023241e-01
3.37850000e-07,7.63023108e-01
3.37950000e-07,7.63022965e-01
3.38050000e-07,7.63022841e-01
3.38150000e-07,7.63022708e-01
3.38250000e-07,7.63022593e-01
3.38350000e-07,7.63022468e-01
3.38450000e-07,7.63022361e-01
3.38550000e-07,7.63022245e-01
3.38650000e-07,7.63022145e-01
3.38750000e-07,7.63022036e-01
3.38850000e-07,7.63021943e-01
3.38950000e-07,7.63021841e-01
3.39050000e-07,7.63021755e-01
3.39150000e-07,7.63021660e-01
3.39250000e-07,7.63021580e-01
3.39350000e-07,7.63021491e-01
3.39450000e-07,7.63021417e-01
3.39550000e-07,7.63021333e-01
3.39650000e-07,7.63021264e-01
3.39750000e-07,7.63021186e-01
3.39850000e-07,7.63021122e-01
3.39950000e-07,7.63021049e-01
3.40050000e-07,7.63020989e-01
3.40150000e-07,7.63020921e-01
3.40250000e-07,7.63020866e-01
3.40350000e-07,7.63020801e-01
3.40450000e-07,7.63020750e-01
3.40550000e-07,7.63020690e-01
3.40650000e-07,7.63020643e-01
3.40750000e-07,7.63020586e-01
